,RA,ML,ACC,TL,STE07,STE09,STE08,STE13
0,0.9378337465171892,0.15695067264573992,0.8309859154929577,0.749865024327078,1.0502954469298855,-0.6606209561599579,-1.2122606183802402,0.5162354575447023
1,0.9378337465171892,0.15695067264573992,0.8101851851851852,0.752751835990039,0.7733861508840854,-0.5804790253357396,-1.449499798680672,1.5052196607220436
2,0.93588683136601,0.16444444444444445,0.8067632850241546,0.7639320962943325,0.975551523254695,-0.7264537264537256,-1.4863378701544403,1.507495111883581
3,0.9475460728389644,0.16666666666666666,0.8101851851851852,0.7833723935514152,0.8374941405954722,-0.1729754496947822,-0.9349043159608504,2.5726878410524074
4,0.948249886641216,0.16964285714285715,0.8028846153846154,0.7083378124442954,0.3131586597863127,-0.809818756235448,-1.2122606183802402,1.507495111883517
5,0.9199286252312732,0.16964285714285715,0.819047619047619,0.7647914230814272,0.8373659775885769,-0.1991239892183267,-0.8188610327079572,1.97236150177327
6,0.9489030613128624,0.17040358744394618,0.8115942028985508,0.7623402260928249,0.9048778407548936,-0.3225771869639793,-1.449131283099513,2.1554364471668657
7,0.9378337465171892,0.17040358744394618,0.8075117370892019,0.7573919783338362,0.7733861508840854,-0.2947299934938204,-1.0012565242605909,2.2158610397146985
8,0.9248905794080866,0.17117117117117117,0.8173076923076923,0.7185863462416688,0.5997027495665276,-0.7264537264537256,-0.8188610327079572,1.7597148541113976
9,0.9407301518753772,0.17142857142857143,0.8037383177570093,0.7524195644540127,0.7732554279264411,-0.4674376141204934,-1.449131283099513,1.507822685788782
10,0.9305127370222318,0.17194570135746606,0.7971698113207547,0.7214290814269726,0.5211689322713947,-0.5804790253357396,-1.0016341710808383,2.5294343806441257
11,0.935318034896816,0.17256637168141592,0.8160377358490566,0.7609310639090303,0.9754297994269322,-0.695694309843571,-0.8188610327079572,2.157764926007829
12,0.9328857835622872,0.17256637168141592,0.8317307692307693,0.7528465433073865,0.7137689514036945,-1.0135908440629582,-1.0618891510156967,1.995625808797564
13,0.9386850188217362,0.17289719626168223,0.8104265402843602,0.7670421518661403,0.9048778407548936,-0.1979224122081268,-1.0016341710808383,2.2167602511240747
14,0.9202302646684436,0.17333333333333334,0.8125,0.764563101029764,1.0895437097034553,-0.415480242711257,-0.3480450504414017,1.5061943055857074
15,0.932809692837392,0.17333333333333334,0.8207547169811321,0.7194367279594456,0.5210308825584353,-0.727272727272746,-1.1666480470331595,1.220442238267177
16,0.9315489249670909,0.17333333333333334,0.821256038647343,0.7053816054726301,0.3781257609530384,-0.4674376141204934,-1.1165680473372608,2.4520931384691824
17,0.9376596138037936,0.17410714285714285,0.815668202764977,0.7797949358784126,0.8376222803489497,-0.8975006311536995,-0.7536464664004412,2.184110098273776
18,0.9387223488496153,0.17410714285714285,0.8421052631578947,0.7337165739564674,0.7124535530143474,-1.0478962378403756,-1.0016341710808383,2.217884444076247
19,0.9436581245337664,0.17674418604651163,0.8,0.6918191018894518,0.251830419364516,-0.737784456848409,-1.1664106574317914,1.2219215155615586
20,0.9407953431910256,0.17699115044247787,0.821256038647343,0.7794248878928683,0.9756732238349928,-0.3817167381974268,-1.0618891510156967,1.5097783572359051
21,0.9417494898966629,0.17699115044247787,0.7961165048543689,0.7550500861780902,0.7735168507003407,-0.7264537264537256,-1.5205635948210312,1.236116049207142
22,0.9461241047093872,0.17699115044247787,0.8309859154929577,0.7639674717101442,0.7735168507003407,-0.5018018018018224,-0.7536464664004412,1.995625808797564
23,0.9212229896486214,0.17699115044247787,0.8155339805825242,0.7059828296815446,0.5211689322713947,-0.5018018018018224,-1.2124898024688646,0.9101360863444452
24,0.9417823997893768,0.17699115044247787,0.8262910798122066,0.7548696922831063,0.9756732238349928,-0.4164126091460722,-1.116814236872087,1.5065217391303998
25,0.9315504267128848,0.17699115044247787,0.8066037735849056,0.8299075596833654,1.2782584518837423,-0.5455276705276817,-0.5164082947453338,2.749682430225309
26,0.9448140954430924,0.1784037558685446,0.7864077669902912,0.7482465047338966,0.9047526733303,-0.727272727272746,-1.449131283099513,1.5094503584618146
27,0.9370909117502944,0.17857142857142858,0.8269230769230769,0.7100332992075374,0.8373659775885769,-1.0274557476206656,-1.449131283099513,1.97236150177327
28,0.9315489249670909,0.17857142857142858,0.8262910798122066,0.7641878047167208,0.8374941405954722,-0.2957059206245901,-0.8188610327079572,2.1554364471668657
29,0.9384302282813916,0.17937219730941703,0.8009478672985783,0.6597890293250681,-0.2433669781264222,-0.5465801886792553,-1.1165680473372608,1.7597148541113976
30,0.941720415953666,0.18061674008810572,0.8199052132701422,0.743032993123166,0.904627482609151,-0.5007296137339159,-1.4080909890252924,1.5081504020865233
31,0.9325550004099122,0.18061674008810572,0.8903508771929824,0.8312586815916089,1.2126551447153608,-0.1717631750162686,-0.8785986957213607,1.2219215155615586
32,0.9315504267128848,0.18061674008810572,0.8341232227488151,0.7409670133358981,0.8372377913219479,-0.7659403177329521,-1.2122606183802402,1.7345612134344588
33,0.9345959184804636,0.18061674008810572,0.8229665071770335,0.7781884711287135,0.9769991401547506,-0.2383888942660008,-1.06127000183921,2.3461103604223275
34,0.9445257579129148,0.18222222222222223,0.8221153846153846,0.7387274994176786,0.378265999887623,-0.38283998283998,-1.0016341710808383,2.527582506036979
35,0.9407262506610992,0.18222222222222223,0.8133971291866029,0.7469269114201198,0.7123206775364587,-0.4493740795287372,-1.1165680473372608,1.7597148541113976
36,0.9168372844827588,0.1822429906542056,0.8133971291866029,0.7345187680792288,0.8376222803489497,-0.6586103166723394,-0.8785986957213607,1.507495111883581
37,0.933163435686306,0.18303571428571427,0.8038277511961722,0.7112158634074967,0.5210308825584353,-0.9715120525931696,-1.4865146147033896,1.220442238267177
38,0.9325579596271464,0.18303571428571427,0.8364485981308412,0.7479614970008818,0.8374941405954722,-0.7668991416309103,-1.062144772117961,2.183193875734495
39,0.9408300713611903,0.18385650224215247,0.8215962441314554,0.7929074264073216,1.1498068910408794,-1.0501405810683992,-0.8605966617064027,3.051474011443633
40,0.9429549343981748,0.18421052631578946,0.8104265402843602,0.7641316041037011,0.8373659775885769,-0.8776433018462563,-0.6804611650485491,1.5058670143415684
41,0.9353281810433608,0.18502202643171806,0.8373205741626795,0.811615430562756,1.0894283690939135,-0.6552440987124336,-0.7542547033285381,2.3454866540349246
42,0.926425250964716,0.18502202643171806,0.8309178743961353,0.7713999764652955,0.9047526733303,-0.38283998283998,-1.362592274678082,2.0212636695018507
