,Unnamed: 0,Species,gps,Year,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,mali_2007_18km,mali_2008_18km,mali_2009_18km,mali_2010_18km,mali_2011_18km,mali_2012_18km,mali_2013_18km,mali_2014_18km,mali_2015_18km,mali_2016_18km,mali_2017_18km,mali_2018_18km,mali_2019_18km,mali_2020_18km,mali_2021_18km,tredecimpunctata_2007_18km,tredecimpunctata_2008_18km,tredecimpunctata_2009_18km,tredecimpunctata_2010_18km,tredecimpunctata_2011_18km,tredecimpunctata_2012_18km,tredecimpunctata_2013_18km,tredecimpunctata_2014_18km,tredecimpunctata_2015_18km,tredecimpunctata_2016_18km,tredecimpunctata_2017_18km,tredecimpunctata_2018_18km,tredecimpunctata_2019_18km,tredecimpunctata_2020_18km,tredecimpunctata_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km,quatuordecimguttata_2007_18km,quatuordecimguttata_2008_18km,quatuordecimguttata_2009_18km,quatuordecimguttata_2010_18km,quatuordecimguttata_2011_18km,quatuordecimguttata_2012_18km,quatuordecimguttata_2013_18km,quatuordecimguttata_2014_18km,quatuordecimguttata_2015_18km,quatuordecimguttata_2016_18km,quatuordecimguttata_2017_18km,quatuordecimguttata_2018_18km,quatuordecimguttata_2019_18km,quatuordecimguttata_2020_18km,quatuordecimguttata_2021_18km,lecontei_2007_18km,lecontei_2008_18km,lecontei_2009_18km,lecontei_2010_18km,lecontei_2011_18km,lecontei_2012_18km,lecontei_2013_18km,lecontei_2014_18km,lecontei_2015_18km,lecontei_2016_18km,lecontei_2017_18km,lecontei_2018_18km,lecontei_2019_18km,lecontei_2020_18km,lecontei_2021_18km,picta_2007_18km,picta_2008_18km,picta_2009_18km,picta_2010_18km,picta_2011_18km,picta_2012_18km,picta_2013_18km,picta_2014_18km,picta_2015_18km,picta_2016_18km,picta_2017_18km,picta_2018_18km,picta_2019_18km,picta_2020_18km,picta_2021_18km,borealis_2007_18km,borealis_2008_18km,borealis_2009_18km,borealis_2010_18km,borealis_2011_18km,borealis_2012_18km,borealis_2013_18km,borealis_2014_18km,borealis_2015_18km,borealis_2016_18km,borealis_2017_18km,borealis_2018_18km,borealis_2019_18km,borealis_2020_18km,borealis_2021_18km,mexicanus_2007_18km,mexicanus_2008_18km,mexicanus_2009_18km,mexicanus_2010_18km,mexicanus_2011_18km,mexicanus_2012_18km,mexicanus_2013_18km,mexicanus_2014_18km,mexicanus_2015_18km,mexicanus_2016_18km,mexicanus_2017_18km,mexicanus_2018_18km,mexicanus_2019_18km,mexicanus_2020_18km,mexicanus_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,henslowii_2007_18km,henslowii_2008_18km,henslowii_2009_18km,henslowii_2010_18km,henslowii_2011_18km,henslowii_2012_18km,henslowii_2013_18km,henslowii_2014_18km,henslowii_2015_18km,henslowii_2016_18km,henslowii_2017_18km,henslowii_2018_18km,henslowii_2019_18km,henslowii_2020_18km,henslowii_2021_18km
293,293,Adalia bipunctata,"(40.6990889867, -73.9975566298)",2014,0.1875,0.3333333333333333,0.15384615384615385,0.2222222222222222,0.4,0.7272727272727273,0.11904761904761904,0.5238095238095238,0.36,0.2125,0.24299065420560748,0.6229508196721312,0.7714285714285715,0.9682080924855492,0.8074608904933814,0.0,0.14285714285714285,0.125,0.16666666666666666,0.0,0.13636363636363635,0.08,0.04878048780487805,0.038461538461538464,0.1095890410958904,0.11290322580645161,0.11864406779661017,0.21641791044776118,0.11398963730569948,0.45217391304347826,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.4,0.22857142857142856,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.015873015873015872,0.0,0.05235602094240838,0.02054794520547945,0.07758620689655173,0.037383177570093455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.5,0.0,1.0,0.6,0.0,0.125,0.07692307692307693,0.8,1.0,0.9375,0.21428571428571427,0.975609756097561,0.9761904761904762,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.37142857142857144,0.21951219512195122,0.20588235294117646,0.1044776119402985,0.09473684210526316,0.07738095238095238,0.21739130434782608,0.13612565445026178,0.10365853658536585,0.06315789473684211,0.08045977011494253,0.07692307692307693,0.15846994535519127,0.18685121107266436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.08333333333333333
294,294,Adalia bipunctata,"(40.701656, -73.996793)",2014,0.1875,0.3333333333333333,0.15384615384615385,0.2222222222222222,0.4,0.7272727272727273,0.11904761904761904,0.5238095238095238,0.36,0.1875,0.24299065420560748,0.6229508196721312,0.7746031746031746,0.9682080924855492,0.8074608904933814,0.0,0.14285714285714285,0.125,0.16666666666666666,0.0,0.13636363636363635,0.08,0.04878048780487805,0.038461538461538464,0.1095890410958904,0.11290322580645161,0.11864406779661017,0.21641791044776118,0.11398963730569948,0.45217391304347826,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.4,0.22857142857142856,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.015873015873015872,0.0,0.05235602094240838,0.02054794520547945,0.07758620689655173,0.037383177570093455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.5,0.0,1.0,0.6,0.0,0.125,0.07692307692307693,0.8,1.0,0.9375,0.21428571428571427,1.0,0.9761904761904762,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3142857142857143,0.17073170731707318,0.20588235294117646,0.07462686567164178,0.09473684210526316,0.07738095238095238,0.2028985507246377,0.13089005235602094,0.10975609756097561,0.06315789473684211,0.05747126436781609,0.07692307692307693,0.14207650273224043,0.1695501730103806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.08333333333333333
295,295,Adalia bipunctata,"(49.1245778, -66.489286)",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.02247191011235955,0.025974025974025976,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.015706806282722512,0.018292682926829267,0.015789473684210527,0.017241379310344827,0.0,0.03278688524590164,0.010380622837370242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,296,Adalia bipunctata,"(53.2547988, -132.08399)",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.00546448087431694,0.006349206349206349,0.002890173410404624,0.0024067388688327317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.017543859649122806,0.0,0.022222222222222223,0.02857142857142857,0.0,0.0,0.0,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.005235602094240838,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,297,Adalia bipunctata,"(54.52, -128.5994)",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.03571428571428571,0.022727272727272728,0.0,0.0,0.0,0.016666666666666666,0.0,0.02247191011235955,0.025974025974025976,0.05263157894736842,0.015267175572519083,0.015151515151515152,0.006329113924050633,0.050314465408805034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.02857142857142857,0.009433962264150943,0.0,0.017045454545454544,0.008,0.01507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,Adalia bipunctata,"(49.225499, -122.63658)",2014,0.0,0.0,0.07692307692307693,0.0,0.2,0.09090909090909091,0.0,0.3333333333333333,0.0,0.0,0.009345794392523364,0.01639344262295082,0.05714285714285714,0.08670520231213873,0.0421179302045728,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.12195121951219512,0.0,0.0,0.0,0.025423728813559324,0.07462686567164178,0.12435233160621761,0.10434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.25,0.11627906976744186,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.10344827586206896,0.07142857142857142,0.22727272727272727,0.1111111111111111,0.11267605633802817,0.22580645161290322,0.31666666666666665,0.19736842105263158,0.15730337078651685,0.45454545454545453,0.37894736842105264,0.2366412213740458,0.2196969696969697,0.2088607594936709,0.22641509433962265,0.07407407407407407,0.0,0.08108108108108109,0.12244897959183673,0.07142857142857142,0.043478260869565216,0.22807017543859648,0.20270270270270271,0.2,0.18095238095238095,0.1792452830188679,0.2,0.17613636363636365,0.136,0.19597989949748743,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,299,Adalia bipunctata,"(40.7600593, -111.88822)",2014,0.0,0.1111111111111111,0.07692307692307693,0.0,0.1,0.09090909090909091,0.023809523809523808,0.2857142857142857,0.96,0.075,0.03271028037383177,0.06557377049180328,0.050793650793650794,0.011560693641618497,0.032490974729241874,0.0,0.14285714285714285,0.5,0.0,0.25,0.045454545454545456,0.04,0.0,0.07692307692307693,0.0410958904109589,0.056451612903225805,0.5,0.3358208955223881,0.2849740932642487,0.2956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.75,0.0,0.0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.2,0.09090909090909091,0.0,0.05,0.0,0.125,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.06451612903225806,0.0,0.047619047619047616,0.07692307692307693,0.031413612565445025,0.08904109589041095,0.1896551724137931,0.3177570093457944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5294117647058824,0.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.016666666666666666,0.02631578947368421,0.011235955056179775,0.025974025974025976,0.021052631578947368,0.022900763358778626,0.03787878787878788,0.06962025316455696,0.1069182389937107,0.07407407407407407,0.08108108108108109,0.24324324324324326,0.14285714285714285,0.2571428571428571,0.3188405797101449,0.6842105263157895,0.4189189189189189,0.26666666666666666,0.24761904761904763,0.3018867924528302,0.15862068965517243,0.1534090909090909,0.16,0.0,0.06666666666666667,0.3142857142857143,0.12195121951219512,0.08823529411764706,0.08955223880597014,0.15789473684210525,0.13095238095238096,0.15217391304347827,0.13089005235602094,0.16463414634146342,0.1736842105263158,0.2413793103448276,0.17194570135746606,0.21311475409836064,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,300,Adalia bipunctata,"(43.6674385, -116.69258)",2014,0.0,0.0,0.0,0.05555555555555555,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0031746031746031746,0.002890173410404624,0.0024067388688327317,0.0,0.0,0.0,0.08333333333333333,0.0,0.13636363636363635,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.022388059701492536,0.015544041450777202,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.04672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.013157894736842105,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.03333333333333333,0.0,0.04878048780487805,0.20588235294117646,0.1044776119402985,0.042105263157894736,0.05952380952380952,0.021739130434782608,0.02617801047120419,0.018292682926829267,0.015789473684210527,0.017241379310344827,0.01809954751131222,0.0546448087431694,0.08650519031141868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,301,Adalia bipunctata,"(43.48843, -116.42265)",2014,0.0,0.0,0.0,0.05555555555555555,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.01092896174863388,0.012698412698412698,0.010115606936416185,0.039711191335740074,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.024390243902439025,0.0,0.0,0.0,0.01694915254237288,0.05223880597014925,0.02072538860103627,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.05,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.06451612903225806,0.0,0.0,0.0,0.005235602094240838,0.00684931506849315,0.017241379310344827,0.09345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.006329113924050633,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.08571428571428572,0.0975609756097561,0.2647058823529412,0.1044776119402985,0.09473684210526316,0.10714285714285714,0.10144927536231885,0.07853403141361257,0.15853658536585366,0.12631578947368421,0.13218390804597702,0.11312217194570136,0.14207650273224043,0.21453287197231835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,302,Adalia bipunctata,"(40.6260986, -111.85555)",2014,0.0,0.2222222222222222,0.15384615384615385,0.0,0.2,0.18181818181818182,0.023809523809523808,0.2857142857142857,0.96,0.075,0.037383177570093455,0.06557377049180328,0.0380952380952381,0.01300578034682081,0.04332129963898917,0.0,0.14285714285714285,0.625,0.0,0.375,0.09090909090909091,0.04,0.0,0.11538461538461539,0.0410958904109589,0.056451612903225805,0.5847457627118644,0.30597014925373134,0.25906735751295334,0.33043478260869563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.75,0.0,0.0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.2,0.09090909090909091,0.0,0.05,0.0,0.125,0.0,0.0,0.1,0.0,0.14285714285714285,0.2,0.0,0.0967741935483871,0.0,0.047619047619047616,0.06293706293706294,0.041884816753926704,0.08904109589041095,0.19827586206896552,0.411214953271028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.8823529411764706,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.007633587786259542,0.0,0.0,0.006289308176100629,0.18518518518518517,0.13513513513513514,0.10810810810810811,0.10204081632653061,0.12857142857142856,0.2028985507246377,0.5964912280701754,0.4189189189189189,0.23333333333333334,0.29523809523809524,0.39622641509433965,0.25517241379310346,0.17613636363636365,0.16,0.0,0.0,0.08571428571428572,0.0,0.29411764705882354,0.08955223880597014,0.042105263157894736,0.03571428571428571,0.10144927536231885,0.04712041884816754,0.04878048780487805,0.042105263157894736,0.04597701149425287,0.04524886877828054,0.03825136612021858,0.05536332179930796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
