Unnamed: 0.1,Source,Year,Species,Latitude,Longitude,public_positional_accuracy,State,gps
6941,Bugguide.net,2011,Hippodamia parenthesis,42.895585,-71.582737,0.0,New Hampshire,"(42.895585, -71.582737)"
6942,Bugguide.net,2011,Hippodamia parenthesis,44.613772,-71.33994,0.0,New Hampshire,"(44.613772, -71.33994)"
6959,Bugguide.net,2011,Hippodamia parenthesis,43.822605,-71.181589,0.0,New Hampshire,"(43.822605, -71.181589)"
7053,The Lost Ladybugs,2011,Hippodamia parenthesis,43.3594444,-73.656944,0.0,New York,"(43.3594444, -73.656944)"
7176,Bugguide.net,2011,Hippodamia parenthesis,40.714295,-73.820376,0.0,New York,"(40.714295, -73.820376)"
7416,,2011,Hippodamia parenthesis,44.35,-76.89,0.0,,"(44.35, -76.89)"
7570,The Lost Ladybugs,2011,Hippodamia parenthesis,38.833881,-104.82136,0.0,Colorado,"(38.833881, -104.82136)"
7572,The Lost Ladybugs,2011,Hippodamia parenthesis,38.8338816,-104.82136,0.0,Colorado,"(38.8338816, -104.82136)"
7633,,2011,Hippodamia parenthesis,37.96,-119.123,0.0,California,"(37.96, -119.123)"
7661,Bugguide.net,2011,Hippodamia parenthesis,43.44578,-70.663219,0.0,Maine,"(43.44578, -70.663219)"
7672,Bugguide.net,2011,Hippodamia parenthesis,39.72716,-105.142196,0.0,Colorado,"(39.72716, -105.142196)"
7727,The Lost Ladybugs,2011,Hippodamia parenthesis,44.17,-69.625833,0.0,Maine,"(44.17, -69.625833)"
7728,The Lost Ladybugs,2011,Hippodamia parenthesis,38.9341583,-104.60948,0.0,Colorado,"(38.9341583, -104.60948)"
8022,Bugguide.net,2011,Hippodamia parenthesis,47.909153,-97.304665,0.0,North Dakota,"(47.909153, -97.304665)"
8360,,2011,Hippodamia parenthesis,49.085,-115.132,0.0,British Columbia,"(49.085, -115.132)"
8446,The Lost Ladybugs,2011,Hippodamia parenthesis,45.772943,-73.725011,0.0,Quebec,"(45.772943, -73.725011)"
8495,University of Guelph,2011,Hippodamia parenthesis,42.7077,-80.34139,0.0,Ontario,"(42.7077, -80.34139)"
8568,European Molecular Biology Laboratory (EMBL),2011,Hippodamia parenthesis,44.34999847412109,-76.88999938964844,0.0,,"(44.34999847412109, -76.88999938964844)"
8618,"University of Guelph, Centre for Biodiversity Genomics",2011,Hippodamia parenthesis,42.70769882202149,-80.34139251708984,0.0,Ontario,"(42.70769882202149, -80.34139251708984)"
8633,,2011,Hippodamia parenthesis,44.349,-76.895,0.0,Ontario,"(44.349, -76.895)"
8780,The Lost Ladybugs,2012,Hippodamia parenthesis,40.463658,-122.2991,0.0,California,"(40.463658, -122.2991)"
8964,I-naturalist,2012,Hippodamia parenthesis,46.8275858438,-64.9118367643,15.0,,"(46.8275858438, -64.9118367643)"
9199,The Lost Ladybugs,2012,Hippodamia parenthesis,43.6365693,-113.30028,0.0,Idaho,"(43.6365693, -113.30028)"
9256,Vermont Center for Ecostudies,2012,Hippodamia parenthesis,44.41545867919922,-73.10118865966797,0.0,Vermont,"(44.41545867919922, -73.10118865966797)"
9333,Bugguide.net,2012,Hippodamia parenthesis,44.475682,-73.12727,0.0,Vermont,"(44.475682, -73.12727)"
9367,TLLP,2012,Hippodamia parenthesis,44.550456,-73.12537,0.0,Vermont,"(44.550456, -73.12537)"
9388,The Lost Ladybugs,2012,Hippodamia parenthesis,44.550456,-73.125367,0.0,Vermont,"(44.550456, -73.125367)"
9391,I-naturalist,2012,Hippodamia parenthesis,44.550456,-73.125367,0.0,Vermont,"(44.550456, -73.125367)"
9445,Vermont Center for Ecostudies,2012,Hippodamia parenthesis,44.55045700073242,-73.1253662109375,0.0,Vermont,"(44.55045700073242, -73.1253662109375)"
9473,The Lost Ladybugs,2012,Hippodamia parenthesis,44.41546,-73.10119,0.0,Vermont,"(44.41546, -73.10119)"
9772,Bugguide.net,2012,Hippodamia parenthesis,42.029994,-91.630559,0.0,Iowa,"(42.029994, -91.630559)"
9778,Bugguide.net,2012,Hippodamia parenthesis,43.27691,-91.846129,0.0,Iowa,"(43.27691, -91.846129)"
