,accuracy,precision,recall,f1,auc,brier,kappa
3,0.8737254901960783,0.8684625833089842,0.8804531625733621,0.873033472482749,0.9307354051335477,0.10600278060284035,0.7457899315239205
4,0.876862745098039,0.8766836017763224,0.8756264870747308,0.8749031299509745,0.9297366833261919,0.10401423873397656,0.7521909783368994
5,0.8537254901960784,0.8508023360835223,0.8551469647164907,0.8515929926863065,0.9130202465650978,0.12007258823335847,0.7054412501413687
6,0.8613725490196075,0.8601959587325788,0.8587752150976711,0.858493927234086,0.9181421359923249,0.11560720207310338,0.72118400746336
7,0.8901960784313725,0.8878736274397993,0.8909796943113315,0.8883362025594376,0.9375389561242434,0.0953720952584069,0.7790262950207356
8,0.8596078431372547,0.8503614357674408,0.8695257525313309,0.8588074542367136,0.9215008846886016,0.11302535709225328,0.7173951633133855
9,0.8654901960784313,0.8652940548698912,0.862824232473684,0.8629686389942228,0.9230544108239266,0.11072323538326602,0.7290607488102389
10,0.8701960784313723,0.8575530574407914,0.8855548249996192,0.8702657691004546,0.9270022891332209,0.10815346122539232,0.7388278888872467
11,0.8637254901960784,0.8579336817059837,0.8686173882487372,0.8619892784562723,0.9159403019888462,0.11391022144034874,0.7257958647585163
12,0.8676470588235294,0.8680455514856602,0.8647871948838626,0.8652604180200136,0.9211947083762265,0.1123438623867325,0.733460832991465
13,0.8774509803921567,0.8711093460638355,0.8827758168067474,0.8758213402008757,0.9273388797060887,0.1050230230659976,0.7533680183201651
14,0.8745098039215684,0.8685213505943907,0.8812956406966821,0.8734452010222712,0.9289104436429078,0.10590420078108197,0.7475348631431334
15,0.8754901960784309,0.8721056315815459,0.8786279673139419,0.8741108132232445,0.9296397962394692,0.10430812353474579,0.7491844329739772
16,0.8919607843137252,0.8953425584763544,0.8861973624830352,0.8897665594566623,0.9343188410550737,0.09761434043012192,0.7824811215921561
17,0.8672549019607843,0.8649450450054303,0.8662927807945203,0.8645759151979396,0.9247702268916903,0.10888955183520518,0.7326233786357824
18,0.8635294117647061,0.8586776402139314,0.8674348068173175,0.8617962001359694,0.926740179841033,0.11074829590917579,0.7255973710164385
19,0.8792156862745096,0.8762230232859355,0.8801337184408182,0.8772894126308742,0.9297712659910823,0.10131990231033922,0.7565167712033481
20,0.859411764705882,0.8536154335230255,0.8649765590168828,0.8583402519275302,0.9180061758341652,0.11512839107466362,0.7170692021374468
21,0.8686274509803922,0.8642895380318893,0.8715951365762997,0.8666371967688622,0.9254151457940414,0.11015902249347018,0.7356917458555811
22,0.8809803921568625,0.8826785732465386,0.8760616452560144,0.8785599446943481,0.9316896017994601,0.10054950959069178,0.7604020858616143
23,0.8745098039215684,0.8703478587596447,0.8773139777531785,0.8726213763975865,0.9264835511438543,0.1065495255207497,0.7475602324891937
24,0.8727450980392153,0.8600260970715071,0.889234729950364,0.873022661086489,0.9236271562919517,0.10847833724882952,0.7439105912732793
25,0.8817647058823525,0.8830047313449104,0.876783232355076,0.8789860224491091,0.9306738693273434,0.10176174424842652,0.7621298045866193
26,0.8719607843137254,0.8720105441783613,0.8702270819125022,0.8698838788576329,0.928615791719757,0.10621134860134239,0.7420768121522207
27,0.8623529411764704,0.8517911783639873,0.8739654184186412,0.8615525397156183,0.9207257234400766,0.1150580260454951,0.7230160066969222
