,accuracy,precision,recall,f1,auc,brier,kappa
1685,0.9212050984936269,0.913953488372093,0.9268867924528302,0.9203747072599531,0.9711393819572787,0.06471744474738755,0.8424006746123396
1686,0.9049826187717266,0.8947368421052632,0.9077669902912622,0.9012048192771085,0.9545158547348932,0.07781611711645765,0.8096961743461214
1687,0.8910776361529548,0.8891454965357968,0.8932714617169374,0.8912037037037037,0.952022643292945,0.08160037529880057,0.78215614980155
1688,0.9107763615295481,0.908433734939759,0.90625,0.9073405535499398,0.9607210462915161,0.07185013057762409,0.8213072742576095
1689,0.9073001158748552,0.9129411764705883,0.9002320185614849,0.9065420560747665,0.951939395892412,0.07970703943840181,0.8145969955260515
1690,0.9154113557358053,0.9172113289760349,0.9232456140350878,0.9202185792349727,0.9647694943747576,0.07101137512607619,0.8302083080663114
1691,0.8910776361529548,0.8974358974358975,0.8850574712643678,0.8912037037037037,0.9526211193468687,0.08284862298676757,0.7821655093152025
1692,0.9142526071842411,0.911504424778761,0.9237668161434978,0.9175946547884187,0.9616038111215064,0.07250942263161538,0.8282309906129804
1693,0.8933951332560834,0.8705882352941177,0.9090909090909091,0.8894230769230768,0.9515792706582181,0.08524949169555193,0.7866077523880172
1694,0.8968713789107764,0.8891509433962265,0.8997613365155132,0.8944246737841044,0.9482976413167344,0.08447564615606135,0.7936388525431425
1695,0.9003476245654692,0.9056603773584906,0.8930232558139535,0.8992974238875878,0.9451152048982221,0.08441225725212226,0.8006832061273707
1696,0.9049826187717266,0.8992974238875878,0.9078014184397163,0.9035294117647058,0.9529120997206103,0.07737734930483751,0.8099261901436445
1697,0.9061413673232909,0.8982300884955752,0.9206349206349206,0.9092945128779396,0.9565399619563465,0.07928877350929628,0.8120861839540854
1698,0.9096176129779838,0.9086651053864169,0.9086651053864169,0.9086651053864169,0.9482575252991858,0.07994024213541695,0.8192155641020131
1699,0.9119351100811124,0.9075829383886256,0.9119047619047619,0.9097387173396675,0.9528458561754272,0.07473232132212623,0.8237668137336565
1700,0.9200463499420626,0.9396751740139211,0.9040178571428571,0.9215017064846417,0.964831648020654,0.06577782755977864,0.840099784909278
1701,0.9026651216685979,0.908235294117647,0.8955916473317865,0.9018691588785047,0.9569288691243447,0.07541757434944721,0.8053268453023541
1702,0.9142526071842411,0.9183168316831684,0.9004854368932039,0.9093137254901961,0.9568596215529676,0.06936300802093091,0.8280098677123282
1703,0.9096176129779838,0.8995433789954338,0.9205607476635514,0.9099307159353349,0.9566118809754001,0.07604406498954477,0.8192573100985421
1704,0.9142526071842411,0.9334916864608076,0.8952164009111617,0.913953488372093,0.9537139510895261,0.07180388541242971,0.828577717411728
1705,0.8933951332560834,0.914572864321608,0.8625592417061612,0.8878048780487805,0.9407260534545573,0.08737932641966158,0.7864252127785489
1706,0.9107763615295481,0.9006928406466512,0.9198113207547169,0.9101516919486581,0.9591400911161732,0.07399983260915656,0.8215635044454052
