,accuracy,precision,recall,f1,auc,brier,kappa
9500,0.8615384615384616,0.8064516129032258,0.8928571428571429,0.8474576271186439,0.9174710424710426,0.12249775605491406,0.7212958551691282
9501,0.9076923076923077,0.9615384615384616,0.8333333333333334,0.8928571428571429,0.9114285714285715,0.09254146332396916,0.8125
9502,0.9384615384615385,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9431818181818182,0.08616015270754541,0.8768939393939394
9503,0.8923076923076924,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.9686293436293436,0.07836662332920946,0.7813551177318597
9504,0.9230769230769231,0.9696969696969697,0.8888888888888888,0.927536231884058,0.9722222222222222,0.07005626949477611,0.8458985301090565
9505,0.8461538461538461,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.931904761904762,0.10559227424339801,0.6904761904761905
9506,0.8615384615384616,0.8571428571428571,0.9230769230769231,0.888888888888889,0.9354043392504932,0.11273928691535859,0.7058823529411764
9507,0.9384615384615385,0.9,0.9642857142857143,0.9310344827586207,0.9768339768339768,0.07086483663591145,0.8755980861244019
9508,0.8,0.8108108108108109,0.8333333333333334,0.8219178082191781,0.8706896551724138,0.15471098144427284,0.5939452186448824
9509,0.9076923076923077,1.0,0.8333333333333334,0.9090909090909091,0.9664750957854407,0.09070988114541456,0.8169014084507042
9510,0.8923076923076924,0.9310344827586207,0.84375,0.8852459016393444,0.9412878787878788,0.09478838261896674,0.784257942152679
9511,0.8615384615384616,0.9032258064516129,0.8235294117647058,0.8615384615384616,0.9563567362428842,0.10270396331188833,0.723665564478035
9512,0.8769230769230769,0.9090909090909091,0.8571428571428571,0.8823529411764706,0.9485714285714284,0.09409081825388477,0.7535545023696683
9513,0.9076923076923077,0.96875,0.8611111111111112,0.911764705882353,0.9406130268199233,0.09674795313134467,0.8156899810964083
9514,0.8923076923076924,0.9117647058823529,0.8857142857142857,0.8985507246376812,0.917142857142857,0.1053366491465286,0.7838479809976246
9515,0.9230769230769231,0.9354838709677419,0.90625,0.9206349206349206,0.9389204545454546,0.08033375550445475,0.8460445286594032
9516,0.8769230769230769,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9142011834319527,0.11788324520582691,0.7435897435897436
9517,0.8153846153846154,0.8,0.8,0.8000000000000002,0.920952380952381,0.1296738469286732,0.6285714285714286
9518,0.8,0.7948717948717948,0.8611111111111112,0.8266666666666667,0.8812260536398467,0.17663397248448637,0.5911949685534591
9519,0.8461538461538461,0.75,0.9642857142857143,0.8437499999999999,0.9102316602316602,0.13171370016116318,0.6968283582089552
9520,0.8,0.8571428571428571,0.7894736842105263,0.8219178082191781,0.8742690058479532,0.1457401047124928,0.5947242206235013
9521,0.9076923076923077,0.8620689655172413,0.9259259259259259,0.8928571428571429,0.9454191033138402,0.09448766069829838,0.8119575699132112
9522,0.8769230769230769,0.825,0.9705882352941176,0.8918918918918919,0.9449715370018975,0.09718944070154867,0.7511961722488039
9523,0.8153846153846154,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8738140417457305,0.1408431464522796,0.6299810246679316
9524,0.8769230769230769,0.9259259259259259,0.8064516129032258,0.8620689655172414,0.9345351043643264,0.12136221291370516,0.7519083969465649
9525,0.9076923076923077,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9242424242424243,0.08898592354008857,0.8153409090909091
9526,0.8615384615384616,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.9111969111969112,0.11700323308869247,0.7188851513695339
9527,0.8,0.8333333333333334,0.7575757575757576,0.7936507936507938,0.8579545454545454,0.16356972333370468,0.6004728132387707
9528,0.8615384615384616,0.9285714285714286,0.7878787878787878,0.8524590163934426,0.9356060606060606,0.11091958984412903,0.723665564478035
9529,0.9076923076923077,0.8974358974358975,0.9459459459459459,0.9210526315789475,0.9536679536679538,0.08537969293444178,0.810126582278481
9530,0.8769230769230769,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9053254437869822,0.11437149364643043,0.7435897435897436
9531,0.8923076923076924,0.875,0.9459459459459459,0.9090909090909091,0.9488416988416988,0.10015871407362592,0.7775061124694377
9532,0.8923076923076924,0.8709677419354839,0.9,0.8852459016393444,0.9180952380952381,0.11723590350834714,0.7838479809976246
9533,0.9692307692307692,0.9459459459459459,1.0,0.9722222222222222,0.9942857142857143,0.03762460157477742,0.937799043062201
9534,0.8615384615384616,0.8,0.9333333333333333,0.8615384615384616,0.9428571428571428,0.11279430957224838,0.7247058823529412
9535,0.8769230769230769,0.8387096774193549,0.896551724137931,0.8666666666666666,0.9262452107279693,0.10723033130646178,0.7526165556612749
9536,0.9230769230769231,0.8823529411764706,0.967741935483871,0.923076923076923,0.9867172675521823,0.07515286455197084,0.8464808691544639
9537,0.8769230769230769,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9354838709677419,0.09570900806338278,0.7533206831119544
9538,0.8153846153846154,0.8055555555555556,0.8529411764705882,0.8285714285714286,0.9165085388994307,0.12254632706561833,0.6289248334919124
9539,0.8307692307692308,0.7878787878787878,0.8666666666666667,0.8253968253968254,0.9014285714285715,0.13031776535805795,0.6619385342789599
9540,0.8307692307692308,0.8421052631578947,0.8648648648648649,0.8533333333333334,0.890926640926641,0.13824709749047437,0.6534173533688803
9541,0.9384615384615385,0.896551724137931,0.9629629629629629,0.9285714285714286,0.9512670565302144,0.07288560473107863,0.8746383799421408
9542,0.8923076923076924,0.868421052631579,0.9428571428571428,0.904109589041096,0.9157142857142857,0.10982338183369558,0.7817745803357314
9543,0.9230769230769231,0.9696969696969697,0.8888888888888888,0.927536231884058,0.9722222222222223,0.06408649451756845,0.8458985301090565
9544,0.9538461538461539,0.9354838709677419,0.9666666666666667,0.9508196721311476,0.9619047619047618,0.06261900845533025,0.9073634204275535
9545,0.8769230769230769,0.8888888888888888,0.8275862068965517,0.8571428571428572,0.9339080459770115,0.10314557873759385,0.7492767598842816
9546,0.9230769230769231,0.9210526315789473,0.9459459459459459,0.9333333333333332,0.9348455598455598,0.09640569992928177,0.842462433349491
9547,0.9384615384615385,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9685714285714285,0.06426513643631858,0.8761904761904762
9548,0.8923076923076924,0.9333333333333333,0.8484848484848485,0.888888888888889,0.9431818181818182,0.0906476685450124,0.7848699763593381
