latitude,longitude,scientificname,occurrenceRemarks,Year
38.9268302, -105.00511,Coccinella transversoguttata,Note,2013
38.9336891, -105.01486,Coccinella transversoguttata,Note,2013
38.9938808, -105.05693,Coccinella transversoguttata,Note,2012
38.9942398, -105.05494,Coccinella transversoguttata,Note,2013
37.1677207, -104.50817,Coccinella transversoguttata,Note,2013
37.2736701, -107.8793,Coccinella transversoguttata,Note,2013
37.2736701, -107.8793,Coccinella transversoguttata,Note,2015
39.7060012, -105.69583,Coccinella transversoguttata,Note,2013
39.3585, -105.3845,Coccinella transversoguttata,Note,2010
39.3829002, -105.43084,Coccinella transversoguttata,Note,2013
39.7428703, -105.51972,Coccinella transversoguttata,Note,2014
38.9330494, -104.60858,Coccinella transversoguttata,Note,2009
38.929826, -104.57608,Coccinella transversoguttata,Note,2012
38.9330494, -104.60858,Coccinella transversoguttata,Note,2012
38.9341583, -104.60948,Coccinella transversoguttata,Note,2014
38.4120483, -105.58232,Coccinella transversoguttata,Note,2013
38.45687, -105.4863,Coccinella transversoguttata,Note,2013
39.8027644, -105.08748,Coccinella transversoguttata,Note,2010
41.1616108, -112.02633,Coccinella transversoguttata,Note,2012
41.1725883, -112.02601,Coccinella transversoguttata,Note,2015
39.7315863892, -105.1916631254,Coccinella transversoguttata,Note,2020
41.232183, -111.972867,Coccinella transversoguttata,Note,2012
39.72716, -105.142196,Coccinella transversoguttata,Note,2007
39.613321, -105.01664,Coccinella transversoguttata,Note,2009
43.7666507, -103.5988,Coccinella transversoguttata,Note,2009
37.5751, -104.474,Coccinella transversoguttata,Note,2013
39.747829903, -104.9064662867,Coccinella transversoguttata,Note,2018
40.0507138333, -105.2858966667,Coccinella transversoguttata,Note,2019
40.1491784354, -105.3829685854,Coccinella transversoguttata,Note,2021
